source,variable,year,Q,value,case,sd,q25,q75
CTJF,Emp,1999,1,0.06051030376358666,Work Requirements Only,0.005842055363427518,0.059673534460917554,0.06980049821532626
CTJF,Emp,1999,2,0.060397476199390406,Work Requirements Only,0.0059464123974314175,0.059711385519545516,0.06991731288066134
CTJF,Emp,1999,3,0.06019933390151378,Work Requirements Only,0.006036266629861449,0.05966769526304053,0.0699349454142513
CTJF,Emp,2000,0,0.05992564636640132,Work Requirements Only,0.006111957838219172,0.059547851465516645,0.06985939246520317
CTJF,Emp,2000,1,0.059599625012075254,Work Requirements Only,0.006178904529249382,0.059371301105985354,0.06971883901552858
CTJF,Emp,2000,2,0.05915412359611594,Work Requirements Only,0.006233748172731976,0.05906265690415736,0.06943001284908648
CTJF,Emp,2000,3,0.05884610552223488,Work Requirements Only,0.006273132999473287,0.05886328853611867,0.06920791754875832
CTJF,Emp,2001,0,0.05856640265963727,Work Requirements Only,0.006373684009026211,0.05843497470183809,0.06899604540013447
CTJF,AFDC,1996,2,0.0005397532101816677,Work Requirements Only,0.0005158663044692824,7.734183905917367e-5,0.0010067473043487939
CTJF,AFDC,1996,3,-0.0004497264990989268,Work Requirements Only,0.0009037389107151122,-0.0011674384512796285,0.0003688557426712951
CTJF,AFDC,1997,0,-0.002403601172194211,Work Requirements Only,0.0012563478863527777,-0.0034035367316077106,-0.0012711352258765068
CTJF,AFDC,1997,1,-0.004890729076304886,Work Requirements Only,0.0015870550591782545,-0.006276813789310761,-0.003469445679040107
CTJF,AFDC,1997,2,-0.007630677364167507,Work Requirements Only,0.0018965688012143607,-0.009390306760464472,-0.005950751926872548
CTJF,AFDC,1997,3,-0.010408071481272246,Work Requirements Only,0.002177886602679889,-0.012506543192357085,-0.00849675063739428
CTJF,AFDC,1998,0,-0.013090138250194465,Work Requirements Only,0.0024295311099061558,-0.015496140279066659,-0.01097926459734496
CTJF,AFDC,1998,1,-0.015606541612798428,Work Requirements Only,0.0026536604003264664,-0.018295516087328025,-0.013329854380358325
CTJF,AFDC,1998,2,-0.017900221875612406,Work Requirements Only,0.002856413342801271,-0.02085280618165874,-0.015483809747347888
CTJF,AFDC,1998,3,-0.019948745227295447,Work Requirements Only,0.00303735944381143,-0.02314547392284405,-0.017418782380494647
CTJF,AFDC,1999,0,-0.021736837793476464,Work Requirements Only,0.0031984916957634906,-0.02515376712586027,-0.019109852423231762
CTJF,AFDC,1999,1,-0.023286323107778197,Work Requirements Only,0.0033430400505871983,-0.026918285232834214,-0.020589965807329125
CTJF,AFDC,1999,2,-0.024648509269213,Work Requirements Only,0.0034784196566369397,-0.028495121311574226,-0.02190184563679156
CTJF,AFDC,1999,3,-0.02579372042584282,Work Requirements Only,0.003601552166034027,-0.02984368081788927,-0.023010704949833767
CTJF,AFDC,2000,0,-0.026753715199389183,Work Requirements Only,0.003715541015071003,-0.03100071206953764,-0.023946883920407183
CTJF,AFDC,2000,1,-0.02755948822235026,Work Requirements Only,0.0038205195331015153,-0.031994135659310925,-0.02473781048117031
CTJF,AFDC,2000,2,-0.028242628434150634,Work Requirements Only,0.003926081788660361,-0.03287582544186506,-0.02541707984796704
CTJF,AFDC,2000,3,-0.028898129110208393,Work Requirements Only,0.004027340805614464,-0.03374040359715398,-0.026089063727390123
CTJF,AFDC,2001,0,-0.02939957234162883,Work Requirements Only,0.004144156910974788,-0.034437983138045636,-0.026572270415989765
FTP,Emp,1994,2,-0.0007500911644280491,Work Requirements Only,0.0018509826414731861,-0.0029452006123117974,0.0003570616372989497
FTP,Emp,1994,3,0.02270014221018531,Work Requirements Only,0.0036044661967580614,0.019413236192272188,0.02575999029682889
FTP,Emp,1995,0,0.03713509098900944,Work Requirements Only,0.00443209252619864,0.03438531452590722,0.042676758958890657
FTP,Emp,1995,1,0.04535287282698079,Work Requirements Only,0.004915954073991575,0.04370791989134775,0.05304818611235211
FTP,Emp,1995,2,0.04970734125364781,Work Requirements Only,0.005287773073351541,0.04929526088464075,0.05922065603933599
FTP,Emp,1995,3,0.05172713909696681,Work Requirements Only,0.005613974711253147,0.05250810462599743,0.06277142494041417
FTP,Emp,1996,0,0.0525105384570816,Work Requirements Only,0.005910715420668992,0.054427016514190414,0.06489549417610897
FTP,Emp,1996,1,0.05221099684720854,Work Requirements Only,0.006168225880079469,0.05504691011655274,0.06566954290512005
FTP,Emp,1996,2,0.05135632454387158,Work Requirements Only,0.006388631802309287,0.05494020917851835,0.06569328708556994
FTP,Emp,1996,3,0.05027013306627091,Work Requirements Only,0.006561118117219306,0.05449589973111256,0.06534998630521338
FTP,Emp,1997,0,0.04902851552995287,Work Requirements Only,0.006694851947899578,0.0536275307123688,0.06471482967949921
FTP,Emp,1997,1,0.047699908405358676,Work Requirements Only,0.006799759117008506,0.0525318849054726,0.06386883377499719
FTP,Emp,1997,2,0.046393924722179535,Work Requirements Only,0.006881911578168384,0.0514450330723768,0.0629644309694092
FTP,Emp,1997,3,0.04515928521332219,Work Requirements Only,0.006938659514779459,0.05042124230839061,0.062056796379604595
FTP,Emp,1998,0,0.0439972232257262,Work Requirements Only,0.006975007413232779,0.04944652136775611,0.06114887144314208
FTP,Emp,1998,1,0.042914932081803185,Work Requirements Only,0.007001180556296107,0.048522183275947636,0.060267751860387936
FTP,Emp,1998,2,0.04189222276462355,Work Requirements Only,0.007021400631794762,0.04761472684927824,0.059390241338988514
FTP,Emp,1998,3,0.04098088270872777,Work Requirements Only,0.0070304955468161135,0.0468125893950074,0.05859959928968911
FTP,Emp,1999,0,0.040137864814892996,Work Requirements Only,0.007029951019355158,0.046057969976945695,0.05783955379333367
FTP,Emp,1999,1,0.0393894640497536,Work Requirements Only,0.007027057989205059,0.045381159471011,0.05716030145849156
FTP,Emp,1999,2,0.038654695038214046,Work Requirements Only,0.007025291236587215,0.04466860090083509,0.056448671951201644
FTP,AFDC,1994,2,0.0010634726479016986,Work Requirements Only,0.0009431523096169181,0.00011544825055285061,0.0018334398100438055
FTP,AFDC,1994,3,0.00016542016266150262,Work Requirements Only,0.001689777536867352,-0.001173338177533123,0.0017672790694897322
FTP,AFDC,1995,0,-0.0018389817569878456,Work Requirements Only,0.002308602888772728,-0.0033288481557423207,0.000501282697871747
FTP,AFDC,1995,1,-0.004318509033928654,Work Requirements Only,0.0028424746343194097,-0.0063730090971294,-0.0013814840380014862
FTP,AFDC,1995,2,-0.006834809230204487,Work Requirements Only,0.0033093692147781345,-0.009533202356451028,-0.003501208580305019
FTP,AFDC,1995,3,-0.009121641893747805,Work Requirements Only,0.0037197287057751244,-0.012518457142440938,-0.00558431842073075
FTP,AFDC,1996,0,-0.01107992240501532,Work Requirements Only,0.004081804481733696,-0.01520427828661766,-0.007501825567996814
FTP,AFDC,1996,1,-0.012686672171870634,Work Requirements Only,0.004399599277097067,-0.01753569057921163,-0.00918754592985287
FTP,AFDC,1996,2,-0.01395305694096814,Work Requirements Only,0.004679228440988605,-0.0195104930168583,-0.010620010917049522
FTP,AFDC,1996,3,-0.014907499819370947,Work Requirements Only,0.0049240619713979295,-0.021134490292075436,-0.011789690184432036
FTP,AFDC,1997,0,-0.015576027428425364,Work Requirements Only,0.0051357904188049815,-0.022421139914569333,-0.012697317161583007
FTP,AFDC,1997,1,-0.01599721933938867,Work Requirements Only,0.0053190365018441176,-0.02340140838829793,-0.013357800796684059
FTP,AFDC,1997,2,-0.016240946458975038,Work Requirements Only,0.005477865989527873,-0.024148594518305245,-0.013832928958480506
FTP,AFDC,1997,3,-0.016330139703999352,Work Requirements Only,0.005613635975588092,-0.024681784422465103,-0.014134990647901732
FTP,AFDC,1998,0,-0.01629537284661496,Work Requirements Only,0.005729026768755287,-0.025032361739206473,-0.014287828086341213
FTP,AFDC,1998,1,-0.01617918822267275,Work Requirements Only,0.0058273469784281525,-0.025249006737404645,-0.014334496562755024
FTP,AFDC,1998,2,-0.016009038035284147,Work Requirements Only,0.00591023379208727,-0.025367225583267875,-0.01430877268291533
FTP,AFDC,1998,3,-0.01579448012267152,Work Requirements Only,0.005981317546788288,-0.025400453606269618,-0.014216508722066023
FTP,AFDC,1999,0,-0.015543325926084334,Work Requirements Only,0.006041943407377341,-0.025356507732992556,-0.014062051020454117
FTP,AFDC,1999,1,-0.015286584190005979,Work Requirements Only,0.006093515642843451,-0.02527585137210317,-0.013886230314829738
FTP,AFDC,1999,2,-0.015023197046433364,Work Requirements Only,0.00613754789866524,-0.025162280584040055,-0.01369128991750614
MFIP,Emp,1994,2,-0.0007857139208045547,Work Requirements Only,0.0018695289370519506,-0.0028432514214875595,0.0005673519748066381
MFIP,Emp,1994,3,0.02181114710456042,Work Requirements Only,0.0024879751494286378,0.01968573902576845,0.024367329195606743
MFIP,Emp,1995,0,0.037212430597724784,Work Requirements Only,0.0031645167507643093,0.03613177103857824,0.04152349527982344
MFIP,Emp,1995,1,0.04731602797031241,Work Requirements Only,0.0037179807281899854,0.04626972777760695,0.05318160108583291
MFIP,Emp,1995,2,0.05403008211067814,Work Requirements Only,0.004142556933824359,0.05331320055570349,0.06117574807215203
MFIP,Emp,1995,3,0.058473678082106746,Work Requirements Only,0.004461922421274018,0.058219862581992896,0.06668144603622816
MFIP,Emp,1996,0,0.06155767267553142,Work Requirements Only,0.004714267929247173,0.061777688247208376,0.07065024726595756
MFIP,Emp,1996,1,0.063296163462564,Work Requirements Only,0.004857344227386015,0.06399798907394942,0.07307184914977664
MFIP,Emp,1996,2,0.06413041939696974,Work Requirements Only,0.004931509001076645,0.06524520038990296,0.07439049442179818
MFIP,Emp,1996,3,0.06464138418089414,Work Requirements Only,0.004988239570272242,0.06617021060448888,0.07538167607023627
MFIP,Emp,1997,0,0.06478429050351886,Work Requirements Only,0.005015186636119596,0.0666795327106282,0.07591745156153655
MFIP,Emp,1997,1,0.064664785598644,Work Requirements Only,0.00502275040340432,0.06688593486507034,0.07612854527238694
MFIP,Emp,1997,2,0.06433708843577032,Work Requirements Only,0.005012691502390628,0.06683725679920739,0.07606174201259112
MFIP,Emp,1997,3,0.06388990226825901,Work Requirements Only,0.004996182470278112,0.06663298258583851,0.0758352171474326
MFIP,Emp,1998,0,0.06346567248279936,Work Requirements Only,0.004987483064900267,0.06640844340446654,0.0756051624154478
MFIP,Emp,1998,1,0.06287261877762994,Work Requirements Only,0.004965209280253805,0.06598583173862156,0.07515884832960003
MFIP,Emp,1998,2,0.06225078748003097,Work Requirements Only,0.004945648210783992,0.06550192382222016,0.07465812938705564
MFIP,Emp,1998,3,0.0615817699333451,Work Requirements Only,0.004924365301693661,0.06493543560947726,0.07407187908531972
MFIP,AFDC,1994,2,0.0006115004645702523,Work Requirements Only,0.0006849441524181183,5.830051906714321e-5,0.0012846398863465792
MFIP,AFDC,1994,3,-0.0005280719659260324,Work Requirements Only,0.0010946241232504608,-0.0013859546045218536,0.000521192221242639
MFIP,AFDC,1995,0,-0.002791611510660527,Work Requirements Only,0.0013627964310091464,-0.0037901109873786304,-0.0015141355335574944
MFIP,AFDC,1995,1,-0.00565276828819543,Work Requirements Only,0.0015244106605944243,-0.0069281701255922415,-0.0043116288740844885
MFIP,AFDC,1995,2,-0.008737754996323836,Work Requirements Only,0.0016010220420065969,-0.010400449629072595,-0.007511868258484179
MFIP,AFDC,1995,3,-0.011787041666757045,Work Requirements Only,0.0016205070821348074,-0.013870411795949014,-0.010839706132020906
MFIP,AFDC,1996,0,-0.014647245629843805,Work Requirements Only,0.0016142838339566323,-0.017168566932229238,-0.014102063961186023
MFIP,AFDC,1996,1,-0.01720988467016374,Work Requirements Only,0.0016165143872740326,-0.020180886314399647,-0.017141298325991657
MFIP,AFDC,1996,2,-0.019485839013310052,Work Requirements Only,0.0016445302171336816,-0.022920014351166074,-0.019938694536136028
MFIP,AFDC,1996,3,-0.021472466290843862,Work Requirements Only,0.001690865689800157,-0.025355879948484664,-0.02246153624065195
MFIP,AFDC,1997,0,-0.023183133297178506,Work Requirements Only,0.001749331382341363,-0.027501348537921723,-0.024544262027728154
MFIP,AFDC,1997,1,-0.02464908621392365,Work Requirements Only,0.001811775637634956,-0.029385734782050428,-0.026178188746393438
MFIP,AFDC,1997,2,-0.02588263124099899,Work Requirements Only,0.0018716115833407984,-0.031004805655641763,-0.027596390869152325
MFIP,AFDC,1997,3,-0.026902443661778012,Work Requirements Only,0.0019249759386590144,-0.03237608428856708,-0.028811812528411394
MFIP,AFDC,1998,0,-0.027749912722169267,Work Requirements Only,0.001966960083757168,-0.0335361289220941,-0.029858384170051995
MFIP,AFDC,1998,1,-0.02843486063575321,Work Requirements Only,0.001996693384148739,-0.03449681578953203,-0.03074306214927228
MFIP,AFDC,1998,2,-0.02899362643139867,Work Requirements Only,0.0020167062207203544,-0.03530516382304214,-0.03150268665561242
MFIP,AFDC,1998,3,-0.029410425108637304,Work Requirements Only,0.002029960412508296,-0.035941528515284496,-0.03210898673459401
CTJF,Emp,1996,2,5.687130929654733e-10,Time Limits Only,2.3188394048134987e-11,2.6111227510498598e-11,6.941059540302862e-11
CTJF,Emp,1996,3,3.3531462494438784e-9,Time Limits Only,1.6955420777406784e-10,1.7869498947867744e-10,4.953008730468503e-10
CTJF,Emp,1997,0,2.0700227262545846e-8,Time Limits Only,1.23866481778613e-9,1.644060601887574e-9,3.96093167759275e-9
CTJF,Emp,1997,1,1.2892404684236143e-7,Time Limits Only,8.768846545802838e-9,1.5611024547486605e-8,3.2050462362152134e-8
CTJF,Emp,1997,2,8.016165105456759e-7,Time Limits Only,5.904066587439397e-8,1.4770037352685117e-7,2.586202094351185e-7
CTJF,Emp,1997,3,4.843510221049811e-6,Time Limits Only,3.563239049674219e-7,1.3525113354852746e-6,2.022659343152941e-6
CTJF,Emp,1998,0,2.9066692049795318e-5,Time Limits Only,1.8039226175025548e-6,1.2264171476376296e-5,1.5648228467156946e-5
CTJF,Emp,1998,1,0.00018224399463856667,Time Limits Only,5.676368466347197e-6,0.00011472345149515476,0.00012489999723634888
CTJF,Emp,1998,2,0.014276707647110361,Time Limits Only,0.0008017233728092359,0.013901419850885556,0.01531831483165154
CTJF,Emp,1998,3,0.014263567833469217,Time Limits Only,0.0008465487823114672,0.013922399562502923,0.015406102386012865
CTJF,Emp,1999,0,0.01409885381670286,Time Limits Only,0.0008514691115774603,0.013774608305265086,0.015255090609014928
CTJF,Emp,1999,1,0.01390879224656291,Time Limits Only,0.0008419935478872792,0.01360823214983418,0.015063924820656138
CTJF,Emp,1999,2,0.013803174393619182,Time Limits Only,0.0008326929904158279,0.013540733450349264,0.014968455640187487
CTJF,Emp,1999,3,0.013592530309369745,Time Limits Only,0.0008174376332149543,0.01335065310120579,0.014747712906610099
CTJF,Emp,2000,0,0.013350506351548639,Time Limits Only,0.0008058992966291315,0.01312188688517985,0.014495898011851808
CTJF,Emp,2000,1,0.013136535840281561,Time Limits Only,0.0007940729975387807,0.01291870909873843,0.014271196637023798
CTJF,Emp,2000,2,0.01302815474378278,Time Limits Only,0.0008032189302891921,0.012841809537883445,0.01420130004590318
CTJF,Emp,2000,3,0.012814049954614541,Time Limits Only,0.0007600980634912275,0.012651752752898069,0.013924180539119022
CTJF,Emp,2001,0,0.01262495458590097,Time Limits Only,0.0007694933980088263,0.012435971519954337,0.013709966432672548
CTJF,AFDC,1996,2,-1.779064251242389e-8,Time Limits Only,7.226794091007411e-10,-2.0795705850016578e-9,-7.345428038810881e-10
CTJF,AFDC,1996,3,-9.663532282546312e-8,Time Limits Only,5.05901712157609e-9,-1.4305927395706996e-8,-4.952633618947605e-9
CTJF,AFDC,1997,0,-5.898971882663e-7,Time Limits Only,3.701536116969525e-8,-1.141522535532083e-7,-4.5517004886363206e-8
CTJF,AFDC,1997,1,-3.6541506461810846e-6,Time Limits Only,2.644370655484971e-7,-9.21845991938055e-7,-4.29841603992259e-7
CTJF,AFDC,1997,2,-2.2502995561661314e-5,Time Limits Only,1.8046414929613921e-6,-7.397237430941743e-6,-4.030291642742652e-6
CTJF,AFDC,1997,3,-0.0001360733197478079,Time Limits Only,1.1370548508627403e-5,-5.822444744073422e-5,-3.69775900862472e-5
CTJF,AFDC,1998,0,-0.0008203622344748479,Time Limits Only,6.37117550452159e-5,-0.00045580841793212693,-0.0003369028448460684
CTJF,AFDC,1998,1,-0.005182660741082068,Time Limits Only,0.0002911941328280824,-0.003698500456354796,-0.0031629150789941386
CTJF,AFDC,1998,2,-0.061496885973680686,Time Limits Only,0.0023632566362053837,-0.06326136734850299,-0.058983551596974264
CTJF,AFDC,1998,3,-0.10702878096983412,Time Limits Only,0.004732524330801264,-0.11285498862893427,-0.1043066723278485
CTJF,AFDC,1999,0,-0.14305737119465867,Time Limits Only,0.006721304353350391,-0.15269150102929677,-0.1406245211894296
CTJF,AFDC,1999,1,-0.17174463279662217,Time Limits Only,0.00836688709624171,-0.1848242759015012,-0.16990306156812984
CTJF,AFDC,1999,2,-0.19420302234116157,Time Limits Only,0.009701422738693542,-0.21027568252531403,-0.19307996765504715
CTJF,AFDC,1999,3,-0.21186623313753514,Time Limits Only,0.010781744106902516,-0.23054421564079183,-0.21153271060558632
CTJF,AFDC,2000,0,-0.22534115522782444,Time Limits Only,0.011630006191646905,-0.24620005932666192,-0.22577462872272108
CTJF,AFDC,2000,1,-0.2357810933482556,Time Limits Only,0.012322240817079616,-0.25852567469593607,-0.23694429098370598
CTJF,AFDC,2000,2,-0.24308452019500773,Time Limits Only,0.012902918976039367,-0.2674386154300608,-0.2448592980787954
CTJF,AFDC,2000,3,-0.2489426904685492,Time Limits Only,0.012949442289941078,-0.27377937640385125,-0.2512094590505837
CTJF,AFDC,2001,0,-0.2549189131639454,Time Limits Only,0.013265512656698602,-0.2797264819354074,-0.2566738861395331
FTP,Emp,1994,2,2.626383504201129e-9,Time Limits Only,1.0519497372182325e-10,1.5806095865519507e-10,3.565782955674077e-10
FTP,Emp,1994,3,1.6513849804635606e-8,Time Limits Only,6.799951720456397e-10,1.514893886215608e-9,2.800149269705382e-9
FTP,Emp,1995,0,9.470867319325647e-8,Time Limits Only,4.195448003884276e-9,1.322902869531314e-8,2.1153673057500088e-8
FTP,Emp,1995,1,5.843824186086243e-7,Time Limits Only,2.7296699712115398e-8,1.2350517625896108e-7,1.7506080074794798e-7
FTP,Emp,1995,2,3.5859721809837122e-6,Time Limits Only,1.48630970911566e-7,1.148170375797599e-6,1.4262583452334071e-6
FTP,Emp,1995,3,2.1382693549730368e-5,Time Limits Only,4.6700517906968506e-7,1.0374740305550288e-5,1.1167111972924964e-5
FTP,Emp,1996,0,0.00012535816701838719,Time Limits Only,4.160146169879577e-6,8.495326857759422e-5,9.252202584506229e-5
FTP,Emp,1996,1,0.009425029244143263,Time Limits Only,0.001138537139500227,0.010257100543184707,0.012221349434801892
FTP,Emp,1996,2,0.009361049906311777,Time Limits Only,0.0011107131598371836,0.010450470604845597,0.012310466614103188
FTP,Emp,1996,3,0.009173562573025313,Time Limits Only,0.001065071171887146,0.010415837520516426,0.012190715100343554
FTP,Emp,1997,0,0.008955064342570807,Time Limits Only,0.0010252213457090842,0.010274498727644962,0.012031947800392417
FTP,Emp,1997,1,0.00878654895501204,Time Limits Only,0.0009960242093798337,0.010182458763496776,0.011933105040686239
FTP,Emp,1997,2,0.008659969230384005,Time Limits Only,0.0009706767187629282,0.010108063553483477,0.011850813480044067
FTP,Emp,1997,3,0.008478489121290365,Time Limits Only,0.000947624762894239,0.00995791469901863,0.011686608424744048
FTP,Emp,1998,0,0.008287102130991248,Time Limits Only,0.00092987291646139,0.009784402068401555,0.011500585845483894
FTP,Emp,1998,1,0.008136490239960213,Time Limits Only,0.000915915726233849,0.009648762657460674,0.011354613273599582
FTP,Emp,1998,2,0.008065523521257858,Time Limits Only,0.0009111054037667658,0.009607269896079492,0.011315543512142473
FTP,Emp,1998,3,0.007927874699877102,Time Limits Only,0.0009035480095772474,0.009471966945283239,0.011174137600650834
FTP,Emp,1999,0,0.007794483590452485,Time Limits Only,0.0008966291142448893,0.00933362584776274,0.011027789321461949
FTP,Emp,1999,1,0.0076682392309177045,Time Limits Only,0.0008873383144942437,0.009196256519724505,0.01087640334957254
FTP,Emp,1999,2,0.007641505353465038,Time Limits Only,0.0008901761581193293,0.009193466330398385,0.01088135861749138
FTP,AFDC,1994,2,-8.923731381322165e-8,Time Limits Only,5.0676089812825825e-9,-1.53038576129234e-8,-6.055668929806934e-9
FTP,AFDC,1994,3,-5.313957280174556e-7,Time Limits Only,3.545883838080883e-8,-1.106602469424367e-7,-4.5203503606494155e-8
FTP,AFDC,1995,0,-3.231296934279505e-6,Time Limits Only,2.410686948045272e-7,-8.61954316259506e-7,-4.1609206028556575e-7
FTP,AFDC,1995,1,-1.9836780642855657e-5,Time Limits Only,1.5710109440551363e-6,-6.821704737512059e-6,-3.915673702050808e-6
FTP,AFDC,1995,2,-0.00012084694553180364,Time Limits Only,9.378707319879707e-6,-5.372233637098039e-5,-3.642384436341575e-5
FTP,AFDC,1995,3,-0.0007249500344903189,Time Limits Only,4.707636960217045e-5,-0.0004170437453611637,-0.00033153570804387195
FTP,AFDC,1996,0,-0.004480206702882512,Time Limits Only,0.0001637504325246311,-0.003350589201480986,-0.0030617111969831654
FTP,AFDC,1996,1,-0.04097108090231253,Time Limits Only,0.004218596644051327,-0.04999754434131171,-0.04269896569781388
FTP,AFDC,1996,2,-0.069236366741609,Time Limits Only,0.007808828487054899,-0.08797708211827113,-0.07450557416347245
FTP,AFDC,1996,3,-0.09103404635068908,Time Limits Only,0.01076457267246274,-0.11862321596214426,-0.09994148393292689
FTP,AFDC,1997,0,-0.10766386501945749,Time Limits Only,0.013148885947030524,-0.14309343962111168,-0.12006240748696355
FTP,AFDC,1997,1,-0.12041394129074492,Time Limits Only,0.015072926761987217,-0.1627361739900036,-0.13607352671666342
FTP,AFDC,1997,2,-0.13002930045202024,Time Limits Only,0.016608057126257795,-0.17831379762679642,-0.14865333952836995
FTP,AFDC,1997,3,-0.1373299257867339,Time Limits Only,0.017858499802645814,-0.19078424421366655,-0.15860188486692456
FTP,AFDC,1998,0,-0.1426823479483704,Time Limits Only,0.01884554622519599,-0.20048280886946354,-0.16623888360815825
FTP,AFDC,1998,1,-0.1467356504914911,Time Limits Only,0.019668168550992453,-0.20828806950010859,-0.17229667679046295
FTP,AFDC,1998,2,-0.1496231103316608,Time Limits Only,0.02034349088370989,-0.21434604386848294,-0.17689934988891112
FTP,AFDC,1998,3,-0.15164448797705848,Time Limits Only,0.02090346015581354,-0.21905092115496844,-0.1803893033330994
FTP,AFDC,1999,0,-0.15294990826049804,Time Limits Only,0.02132931548451296,-0.22252689783105903,-0.18292682454513978
FTP,AFDC,1999,1,-0.15376867595305627,Time Limits Only,0.021688443652590022,-0.22519755282891132,-0.1848144869949019
FTP,AFDC,1999,2,-0.15399714487584634,Time Limits Only,0.0219621713888838,-0.22690890117531148,-0.1859259155462534
MFIP,Emp,1994,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1994,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1995,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1995,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1995,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1995,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1996,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1996,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1996,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1996,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1997,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1997,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1997,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1997,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1998,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1998,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1998,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,Emp,1998,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1994,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1994,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1995,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1995,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1995,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1995,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1996,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1996,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1996,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1996,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1997,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1997,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1997,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1997,3,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1998,0,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1998,1,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1998,2,0.0,Time Limits Only,0.0,0.0,0.0
MFIP,AFDC,1998,3,0.0,Time Limits Only,0.0,0.0,0.0
