source,arm,est_sample,year,Q,J,E,E1,E2,E3,E4,W,case,yQ
CTJF,1,false,1996,3,0.5995166838589945,3.1703196534590807,0.4004833161410057,0.11141007411287802,0.26484162176492165,0.2232649879811945,1.7459200401021169,ex-ante,15
CTJF,1,false,1997,0,0.6174897751071647,3.26456160057207,0.38251022489283526,0.09599857919817925,0.25678223704459874,0.26470895886438683,2.474306222614778,ex-ante,16
CTJF,1,false,1997,1,0.6300501566923096,3.335523045159013,0.3699498433076908,0.08468406594845784,0.24621586558578842,0.2991502251580629,3.1817257981423634,ex-ante,17
CTJF,1,false,1997,2,0.6390080291199765,3.3903524849976803,0.36099197088002377,0.0764347705491685,0.23483779138665295,0.32773546718415497,3.8661166052292644,ex-ante,18
CTJF,1,false,1997,3,0.6455098691237924,3.4335067849556937,0.35449013087620784,0.070419053958087,0.22363095854800732,0.351459856617698,4.528343477206677,ex-ante,19
CTJF,1,false,1998,0,0.6503139222744612,3.4679431813889816,0.34968607772553867,0.06601530219692639,0.21312753662187367,0.3711710834556614,5.169416849948799,ex-ante,20
CTJF,1,false,1998,1,0.6539064772990879,3.4957427539957373,0.3460935227009122,0.06276294109836704,0.20356957346904295,0.3875739627316779,5.790946323552996,ex-ante,21
CTJF,1,false,1998,2,0.6565508309327585,3.5184654607849994,0.34344916906724154,0.06030979997808671,0.19500649735161854,0.40123453360305306,6.391110959694882,ex-ante,22
CTJF,1,false,1998,3,0.6573641949184469,3.53825252749678,0.3426358050815533,0.058030123408792704,0.18699577488647381,0.41233829662318,6.549852118847411,ex-ante,23
CTJF,1,false,1999,0,0.6569685817908071,3.5552607889816943,0.34303141820919325,0.05604302489899539,0.1796251859584899,0.42130037093332146,6.6809320754951385,ex-ante,24
CTJF,1,false,1999,1,0.6558514658337387,3.569706601714807,0.3441485341662615,0.05438854331926656,0.17295936660891711,0.4285035559055549,6.7924015911825775,ex-ante,25
CTJF,1,false,1999,2,0.6543301313270239,3.5818901891115753,0.3456698686729763,0.05304432194134475,0.16701046393876268,0.43427534544691676,6.888986435537729,ex-ante,26
CTJF,1,false,1999,3,0.6526081960663472,3.5921282230971068,0.3473918039336522,0.051965482246258056,0.1617530483565134,0.4388896654635765,6.973827662989003,ex-ante,27
CTJF,1,false,2000,0,0.6508366463044307,3.600695521177806,0.3491633536955689,0.0511117073690985,0.15714705848241337,0.44257788045291896,7.049335425344065,ex-ante,28
CTJF,1,false,2000,1,0.6491143733586673,3.607843395824211,0.3508856266413328,0.05044379799526782,0.15313993264065087,0.44553064272274834,7.117532187686253,ex-ante,29
CTJF,1,false,2000,2,0.6474918596465379,3.6138070764672454,0.35250814035346234,0.04992280613374607,0.1496688673766684,0.44790018613612326,7.179806862879244,ex-ante,30
MFIP,1,true,1994,2,0.453687914436497,2.747812961724069,0.5463120855635027,0.1751264088193831,0.20888767503743003,0.06967383057968472,1.0,ex-ante,6
MFIP,1,true,1994,3,0.5004164193803907,2.9463509941332378,0.4995835806196095,0.14660716312630268,0.22892335931417274,0.1248858969399154,1.0,ex-ante,7
MFIP,1,true,1995,0,0.5330347873121533,3.0823516928420345,0.4669652126878466,0.12463170822915212,0.23678982008073968,0.17161325900226101,1.0,ex-ante,8
MFIP,1,true,1995,1,0.5563428865952015,3.181175068449059,0.4436571134047984,0.10820546564001188,0.2372090790232678,0.21092834193192203,1.0,ex-ante,9
MFIP,1,true,1995,2,0.5733822616975481,3.2555986584641183,0.426617738302451,0.09610967761276991,0.2333598453513084,0.24391273873346941,1.0,ex-ante,10
MFIP,1,true,1995,3,0.5861099427237549,3.3130472027063425,0.4138900572762448,0.08724669004659504,0.227297476905491,0.2715657757716689,1.0,ex-ante,11
MFIP,1,true,1996,0,0.595822578454232,3.358224141280373,0.4041774215457679,0.0807436716005711,0.22030678963843817,0.294772117215223,1.0,ex-ante,12
MFIP,1,true,1996,1,0.603386088013078,3.3942923675877292,0.396613911986922,0.07594147369731988,0.21315434410283898,0.3142902702129189,1.0,ex-ante,13
MFIP,1,true,1996,2,0.6093774591628074,3.423472994222685,0.3906225408371922,0.07235489773047997,0.20626697407403166,0.3307555873582961,1.0,ex-ante,14
MFIP,1,true,1996,3,0.6141829806748754,3.447371538307123,0.3858170193251246,0.06963337111843976,0.1998571320840058,0.34469247747242987,1.0,ex-ante,15
MFIP,1,true,1997,0,0.6180890143718945,3.467148584850709,0.38191098562810494,0.06753590506476383,0.19401683603015146,0.35653627327697973,1.0,ex-ante,16
MFIP,1,true,1997,1,0.6212956687457718,3.4836749879643163,0.37870433125422853,0.06589081634425015,0.18876189495472254,0.3666429574467982,1.0,ex-ante,17
MFIP,1,true,1997,2,0.6239484628596379,3.4976088887165693,0.3760515371403622,0.06457744073537075,0.18406754226896938,0.375303479855297,1.0,ex-ante,18
MFIP,1,true,1997,3,0.6261520455094065,3.5094566399238167,0.37384795449059227,0.06350957243286445,0.1798878868711375,0.3827545862054054,1.0,ex-ante,19
MFIP,1,true,1998,0,0.6279964476934206,3.5195979179854757,0.37200355230657894,0.06263028475933917,0.1761738182838269,0.38919234465025515,1.0,ex-ante,20
MFIP,1,true,1998,1,0.6295497200401842,3.528332262904985,0.3704502799598159,0.0618977680086159,0.1728745272387415,0.3947774247928269,1.0,ex-ante,21
MFIP,1,true,1998,2,0.6307891417093385,3.5354272322156812,0.3692108582906622,0.061330563808917084,0.1701090609516495,0.39934951694877113,1.0,ex-ante,22
MFIP,1,true,1998,3,0.6321574960179154,3.541664376377208,0.36784250398208485,0.06063346432359439,0.16825058596275705,0.403273445731564,1.0,ex-ante,23
MFIP,1,false,1994,2,0.4958745552365698,2.8699468614510093,0.5041254447634302,0.15161202652729355,0.23330891219217276,0.11095361651710346,1.0,ex-ante,6
MFIP,1,false,1994,3,0.5312529756166533,3.0541203195396407,0.46874702438334637,0.12337761796413943,0.24261440095217726,0.16526095670033666,1.0,ex-ante,7
MFIP,1,false,1995,0,0.5566886990271628,3.182189615680617,0.44331130097283716,0.10275002007716356,0.24221299722438253,0.21172568172561657,1.0,ex-ante,8
MFIP,1,false,1995,1,0.5755675756175568,3.275943033955891,0.42443242438244316,0.08798595858634067,0.23628322310645994,0.2512983939247562,1.0,ex-ante,9
MFIP,1,false,1995,2,0.5899628989612015,3.346926156739487,0.41003710103879853,0.07749814532103204,0.2275395813815004,0.28492517225866903,1.0,ex-ante,10
MFIP,1,false,1995,3,0.6011858084942029,3.4020297050514903,0.3988141915057971,0.07003666372405232,0.2176703343791654,0.3134788103909852,1.0,ex-ante,11
MFIP,1,false,1996,0,0.6101112356979623,3.4456487756045475,0.3898887643020375,0.06469022862788797,0.2076840230959419,0.33773698397413254,1.0,ex-ante,12
MFIP,1,false,1996,1,0.6173341573121953,3.480727292440547,0.3826658426878047,0.06081456878661163,0.19814568681800537,0.3583739017075782,1.0,ex-ante,13
MFIP,1,false,1996,2,0.623253290297453,3.5093237254771674,0.3767467097025469,0.057957408339688814,0.18933526462480574,0.3759606173329585,1.0,ex-ante,14
MFIP,1,false,1996,3,0.6281415640938267,3.532916515926173,0.3718584359061733,0.05580584943051901,0.18136002920383607,0.39097568545947153,1.0,ex-ante,15
MFIP,1,false,1997,0,0.6322153164004306,3.552564667831438,0.36778468359956934,0.05415422124106619,0.17423698242986294,0.4038241127295013,1.0,ex-ante,16
MFIP,1,false,1997,1,0.6356327376843438,3.569062777636259,0.3643672623156563,0.052860634984828285,0.16792803646671872,0.4148440662327967,1.0,ex-ante,17
MFIP,1,false,1997,2,0.638512949995946,3.583015983996331,0.3614870500040538,0.05182734315046087,0.1623680253852376,0.42431758146024756,1.0,ex-ante,18
MFIP,1,false,1997,3,0.640945572368079,3.5948942734478924,0.359054427631921,0.0509858440117955,0.15748040802042687,0.4324793203358567,1.0,ex-ante,19
MFIP,1,false,1998,0,0.6430123977330249,3.605052724092284,0.35698760226697507,0.050292469209752146,0.15319195333125943,0.4395279751920133,1.0,ex-ante,20
MFIP,1,false,1998,1,0.6447796630342878,3.613774081108561,0.35522033696571226,0.04971593756833165,0.14943312126189268,0.4456306042040635,1.0,ex-ante,21
MFIP,1,false,1998,2,0.646364646579545,3.621861026907638,0.3536353534204551,0.04914364817053131,0.14597892993423744,0.4512420684747761,1.0,ex-ante,22
MFIP,1,false,1998,3,0.6419050836033676,3.621421703922117,0.3580949163966324,0.04915506798920856,0.14443972878760816,0.44831028682655094,1.0,ex-ante,23
FTP,1,true,1999,1,0.5985196620163823,3.5378546346291073,0.40148033798361776,0.06055409239985407,0.15535471023781702,0.38261085937871114,6.3084882026109135,ex-ante,25
CTJF,1,false,2000,3,0.6468664534156304,3.6210586302458703,0.3531335465843697,0.04924327596680854,0.14609555151561637,0.4515276259332053,7.154292849988462,ex-ante,31
CTJF,1,false,2001,0,0.6421667852518542,3.6143953853975463,0.35783321474814583,0.0506103957431354,0.1458642435327454,0.44569214597597356,7.3950829856355345,ex-ante,32
